0.5 0.0 0.0
0.5 0.2 0.0
0.5 0.4 0.0033333333333333335
0.5 0.6000000000000001 0.13
0.5 0.8 0.6666666666666666
0.5 1.0 0.9366666666666666

1.0 0.0 0.0
1.0 0.2 0.0
1.0 0.4 0.0
1.0 0.6000000000000001 0.07
1.0 0.8 0.46
1.0 1.0 0.9366666666666666

1.5 0.0 0.0
1.5 0.2 0.0
1.5 0.4 0.0
1.5 0.6000000000000001 0.02
1.5 0.8 0.34
1.5 1.0 0.8733333333333333

2.0 0.0 0.0
2.0 0.2 0.0
2.0 0.4 0.0
2.0 0.6000000000000001 0.013333333333333334
2.0 0.8 0.20333333333333334
2.0 1.0 0.71

2.5 0.0 0.0
2.5 0.2 0.0
2.5 0.4 0.0
2.5 0.6000000000000001 0.0
2.5 0.8 0.09333333333333334
2.5 1.0 0.64

3.0 0.0 0.0
3.0 0.2 0.0
3.0 0.4 0.0
3.0 0.6000000000000001 0.0
3.0 0.8 0.07666666666666666
3.0 1.0 0.5
