2.5 0.0 1.0
2.5 0.1904296875 1.0
2.5 0.3603515625 1.0
2.5 0.509765625 0.9933333333333333
2.5 0.6396484375 0.59
2.5 0.75 0.0

3.0 0.0 1.0
3.0 0.1904296875 1.0
3.0 0.3603515625 1.0
3.0 0.509765625 0.8566666666666667
3.0 0.6396484375 0.02
3.0 0.75 0.0

3.5 0.0 1.0
3.5 0.1904296875 1.0
3.5 0.3603515625 0.9933333333333333
3.5 0.509765625 0.44333333333333336
3.5 0.6396484375 0.0
3.5 0.75 0.0

4.0 0.0 1.0
4.0 0.1904296875 1.0
4.0 0.3603515625 0.9833333333333333
4.0 0.509765625 0.07
4.0 0.6396484375 0.0
4.0 0.75 0.0
