2.5 0.0 0.9633333333333334
2.5 0.1904296875 0.3933333333333333
2.5 0.3603515625 0.006666666666666667
2.5 0.509765625 0.0
2.5 0.6396484375 0.0
2.5 0.75 0.0

3.0 0.0 0.8133333333333334
3.0 0.1904296875 0.016666666666666666
3.0 0.3603515625 0.0
3.0 0.509765625 0.0
3.0 0.6396484375 0.0
3.0 0.75 0.0

3.5 0.0 0.4066666666666667
3.5 0.1904296875 0.0
3.5 0.3603515625 0.0
3.5 0.509765625 0.0
3.5 0.6396484375 0.0
3.5 0.75 0.0

4.0 0.0 0.09
4.0 0.1904296875 0.0
4.0 0.3603515625 0.0
4.0 0.509765625 0.0
4.0 0.6396484375 0.0
4.0 0.75 0.0
