0.5 0.0 0.0
0.5 0.2 0.0
0.5 0.4 0.0
0.5 0.6 0.27666666666666667
0.5 0.8 0.99
0.5 1.0 1.0

1.0 0.0 0.0
1.0 0.2 0.0
1.0 0.4 0.0
1.0 0.6 0.013333333333333334
1.0 0.8 0.9533333333333334
1.0 1.0 1.0

1.5 0.0 0.0
1.5 0.2 0.0
1.5 0.4 0.0
1.5 0.6 0.0
1.5 0.8 0.8333333333333334
1.5 1.0 1.0

2.0 0.0 0.0
2.0 0.2 0.0
2.0 0.4 0.0
2.0 0.6 0.0
2.0 0.8 0.38666666666666666
2.0 1.0 1.0

2.5 0.0 0.0
2.5 0.2 0.0
2.5 0.4 0.0
2.5 0.6 0.0
2.5 0.8 0.006666666666666667
2.5 1.0 1.0

3.0 0.0 0.0
3.0 0.2 0.0
3.0 0.4 0.0
3.0 0.6 0.0
3.0 0.8 0.0
3.0 1.0 0.9
