2.5 0.0 0.9766666666666667
2.5 0.1904296875 0.36
2.5 0.3603515625 0.0033333333333333335
2.5 0.509765625 0.0
2.5 0.6396484375 0.0
2.5 0.75 0.0

3.0 0.0 0.7866666666666666
3.0 0.1904296875 0.0033333333333333335
3.0 0.3603515625 0.0
3.0 0.509765625 0.0
3.0 0.6396484375 0.0
3.0 0.75 0.0

3.5 0.0 0.3466666666666667
3.5 0.1904296875 0.0
3.5 0.3603515625 0.0
3.5 0.509765625 0.0
3.5 0.6396484375 0.0
3.5 0.75 0.0

4.0 0.0 0.06
4.0 0.1904296875 0.0
4.0 0.3603515625 0.0
4.0 0.509765625 0.0
4.0 0.6396484375 0.0
4.0 0.75 0.0
